fid,row_index,col_index,経度,緯度,park_name
307,79,47,139.417155653186,35.5962155919078,小山田緑地
308,80,47,139.417156586375,35.5960353197592,小山田緑地
309,81,47,139.417157519555,35.5958550476053,小山田緑地
310,82,47,139.417158452727,35.5956747754459,小山田緑地
311,83,47,139.41715938589,35.5954945032812,小山田緑地
312,84,47,139.417160319045,35.5953142311109,小山田緑地
313,85,47,139.417161252192,35.5951339589353,小山田緑地
314,86,47,139.417162185331,35.5949536867542,小山田緑地
315,87,47,139.417163118462,35.5947734145677,小山田緑地
316,88,47,139.417164051584,35.5945931423758,小山田緑地
317,89,47,139.417164984698,35.5944128701785,小山田緑地
318,90,47,139.417165917803,35.5942325979757,小山田緑地
319,91,47,139.4171668509,35.5940523257675,小山田緑地
320,92,47,139.417167783989,35.5938720535539,小山田緑地
321,93,47,139.41716871707,35.5936917813349,小山田緑地
322,94,47,139.417169650143,35.5935115091104,小山田緑地
323,66,48,139.41736424288,35.598559891405,小山田緑地
324,67,48,139.417365175681,35.598379619322,小山田緑地
325,68,48,139.417366108474,35.5981993472335,小山田緑地
326,69,48,139.417367041259,35.5980190751397,小山田緑地
327,70,48,139.417367974035,35.5978388030404,小山田緑地
328,71,48,139.417368906804,35.5976585309356,小山田緑地
329,72,48,139.417369839563,35.5974782588255,小山田緑地
330,73,48,139.417370772315,35.5972979867099,小山田緑地
331,74,48,139.417371705058,35.5971177145889,小山田緑地
332,75,48,139.417372637793,35.5969374424625,小山田緑地
333,76,48,139.41737357052,35.5967571703306,小山田緑地
334,77,48,139.417374503238,35.5965768981934,小山田緑地
335,78,48,139.417375435948,35.5963966260506,小山田緑地
336,79,48,139.41737636865,35.5962163539025,小山田緑地
337,80,48,139.417377301344,35.596036081749,小山田緑地
338,81,48,139.417378234029,35.59585580959,小山田緑地
339,82,48,139.417379166706,35.5956755374256,小山田緑地
340,83,48,139.417380099375,35.5954952652558,小山田緑地
341,84,48,139.417381032035,35.5953149930805,小山田緑地
342,85,48,139.417381964687,35.5951347208998,小山田緑地
343,86,48,139.417382897331,35.5949544487137,小山田緑地
344,87,48,139.417383829967,35.5947741765222,小山田緑地
345,88,48,139.417384762594,35.5945939043253,小山田緑地
346,89,48,139.417385695213,35.5944136321229,小山田緑地
347,90,48,139.417386627824,35.5942333599151,小山田緑地
348,91,48,139.417387560427,35.5940530877018,小山田緑地
349,92,48,139.417388493021,35.5938728154832,小山田緑地
350,93,48,139.417389425607,35.5936925432591,小山田緑地
351,94,48,139.417390358184,35.5935122710296,小山田緑地
352,66,49,139.417584964786,35.598560653061,小山田緑地
353,67,49,139.417585897093,35.5983803809729,小山田緑地
354,72,49,139.4175905585,35.5974790204513,小山田緑地
355,73,49,139.417591490757,35.5972987483307,小山田緑地
356,74,49,139.417592423005,35.5971184762046,小山田緑地
357,75,49,139.417593355245,35.5969382040732,小山田緑地
358,76,49,139.417594287477,35.5967579319363,小山田緑地
359,77,49,139.417595219701,35.596577659794,小山田緑地
360,78,49,139.417596151916,35.5963973876462,小山田緑地
361,79,49,139.417597084123,35.5962171154931,小山田緑地
362,80,49,139.417598016321,35.5960368433345,小山田緑地
363,81,49,139.417598948512,35.5958565711705,小山田緑地
364,82,49,139.417599880694,35.595676299001,小山田緑地
365,83,49,139.417600812868,35.5954960268262,小山田緑地
366,84,49,139.417601745033,35.5953157546459,小山田緑地
367,85,49,139.417602677191,35.5951354824602,小山田緑地
368,86,49,139.41760360934,35.5949552102691,小山田緑地
369,87,49,139.417604541481,35.5947749380725,小山田緑地
370,88,49,139.417605473613,35.5945946658705,小山田緑地
371,89,49,139.417606405737,35.5944143936631,小山田緑地
372,90,49,139.417607337853,35.5942341214503,小山田緑地
373,91,49,139.417608269961,35.594053849232,小山田緑地
374,92,49,139.41760920206,35.5938735770083,小山田緑地
375,93,49,139.417610134151,35.5936933047792,小山田緑地
376,65,50,139.417804754881,35.5987416864004,小山田緑地
377,66,50,139.417805686701,35.5985614143127,小山田緑地
378,72,50,139.417811277445,35.5974797816728,小山田緑地
379,73,50,139.417812209207,35.5972995095472,小山田緑地
380,74,50,139.41781314096,35.5971192374161,小山田緑地
381,75,50,139.417814072705,35.5969389652796,小山田緑地
382,76,50,139.417815004442,35.5967586931377,小山田緑地
383,77,50,139.417815936171,35.5965784209904,小山田緑地
384,78,50,139.417816867891,35.5963981488376,小山田緑地
385,79,50,139.417817799604,35.5962178766794,小山田緑地
386,80,50,139.417818731307,35.5960376045158,小山田緑地
387,81,50,139.417819663003,35.5958573323468,小山田緑地
388,82,50,139.41782059469,35.5956770601723,小山田緑地
389,83,50,139.417821526369,35.5954967879924,小山田緑地
390,84,50,139.41782245804,35.5953165158071,小山田緑地
391,85,50,139.417823389702,35.5951362436164,小山田緑地
392,86,50,139.417824321357,35.5949559714202,小山田緑地
393,87,50,139.417825253002,35.5947756992186,小山田緑地
394,88,50,139.41782618464,35.5945954270116,小山田緑地
395,89,50,139.417827116269,35.5944151547992,小山田緑地
396,90,50,139.417828047891,35.5942348825813,小山田緑地
397,91,50,139.417828979503,35.594054610358,小山田緑地
398,72,51,139.418031996398,35.5974805424902,小山田緑地
399,73,51,139.418032927665,35.5973002703595,小山田緑地
400,74,51,139.418033858924,35.5971199982234,小山田緑地
401,75,51,139.418034790174,35.5969397260819,小山田緑地
402,76,51,139.418035721416,35.596759453935,小山田緑地
403,77,51,139.41803665265,35.5965791817826,小山田緑地
404,78,51,139.418037583875,35.5963989096248,小山田緑地
405,79,51,139.418038515093,35.5962186374616,小山田緑地
406,80,51,139.418039446302,35.5960383652929,小山田緑地
407,81,51,139.418040377502,35.5958580931189,小山田緑地
408,82,51,139.418041308695,35.5956778209394,小山田緑地
409,83,51,139.418042239879,35.5954975487545,小山田緑地
410,84,51,139.418043171055,35.5953172765641,小山田緑地
411,85,51,139.418044102222,35.5951370043684,小山田緑地
412,86,51,139.418045033382,35.5949567321672,小山田緑地
413,87,51,139.418045964533,35.5947764599606,小山田緑地
414,88,51,139.418046895675,35.5945961877485,小山田緑地
415,89,51,139.41804782681,35.5944159155311,小山田緑地
416,72,52,139.41825271536,35.5974813029033,小山田緑地
417,73,52,139.418253646132,35.5973010307676,小山田緑地
418,74,52,139.418254576895,35.5971207586265,小山田緑地
419,75,52,139.418255507651,35.5969404864799,小山田緑地
420,76,52,139.418256438398,35.596760214328,小山田緑地
421,77,52,139.418257369137,35.5965799421706,小山田緑地
422,78,52,139.418258299868,35.5963996700078,小山田緑地
423,79,52,139.41825923059,35.5962193978395,小山田緑地
424,80,52,139.418260161304,35.5960391256659,小山田緑地
425,81,52,139.41826109201,35.5958588534868,小山田緑地
426,82,52,139.418262022707,35.5956785813023,小山田緑地
427,83,52,139.418262953397,35.5954983091123,小山田緑地
428,84,52,139.418263884078,35.595318036917,小山田緑地
429,85,52,139.41826481475,35.5951377647161,小山田緑地
430,72,53,139.41847343433,35.5974820629122,小山田緑地
431,73,53,139.418474364607,35.5973017907715,小山田緑地
432,74,53,139.418475294875,35.5971215186253,小山田緑地
433,75,53,139.418476225136,35.5969412464738,小山田緑地
434,76,53,139.418477155388,35.5967609743168,小山田緑地
435,77,53,139.418478085632,35.5965807021544,小山田緑地
436,78,53,139.418479015868,35.5964004299865,小山田緑地
437,79,53,139.418479946095,35.5962201578133,小山田緑地
438,80,53,139.418480876315,35.5960398856346,小山田緑地
439,81,53,139.418481806526,35.5958596134505,小山田緑地
440,82,53,139.418482736728,35.5956793412609,小山田緑地
441,83,53,139.418483666923,35.595499069066,小山田緑地
442,84,53,139.418484597109,35.5953187968656,小山田緑地
443,72,54,139.418694153308,35.5974828225169,小山田緑地
444,73,54,139.41869508309,35.5973025503711,小山田緑地
445,74,54,139.418696012864,35.59712227822,小山田緑地
446,75,54,139.418696942629,35.5969420060634,小山田緑地
447,76,54,139.418697872387,35.5967617339014,小山田緑地
448,77,54,139.418698802136,35.5965814617339,小山田緑地
449,78,54,139.418699731877,35.5964011895611,小山田緑地
450,79,54,139.418700661609,35.5962209173828,小山田緑地
451,80,54,139.418701591334,35.5960406451991,小山田緑地
452,81,54,139.41870252105,35.59586037301,小山田緑地
453,82,54,139.418703450758,35.5956801008154,小山田緑地
454,83,54,139.418704380457,35.5954998286154,小山田緑地
455,84,54,139.418705310148,35.59531955641,小山田緑地
456,72,55,139.418914872294,35.5974835817173,小山田緑地
457,73,55,139.418915801581,35.5973033095666,小山田緑地
458,74,55,139.41891673086,35.5971230374104,小山田緑地
459,75,55,139.418917660131,35.5969427652488,小山田緑地
460,76,55,139.418918589393,35.5967624930818,小山田緑地
461,77,55,139.418919518648,35.5965822209093,小山田緑地
462,78,55,139.418920447894,35.5964019487315,小山田緑地
463,79,55,139.418921377131,35.5962216765482,小山田緑地
464,80,55,139.418922306361,35.5960414043594,小山田緑地
465,81,55,139.418923235582,35.5958611321653,小山田緑地
466,82,55,139.418924164795,35.5956808599657,小山田緑地
467,83,55,139.418925094,35.5955005877607,小山田緑地
468,84,55,139.418926023196,35.5953203155503,小山田緑地
469,72,56,139.419135591289,35.5974843405135,小山田緑地
470,73,56,139.419136520081,35.5973040683578,小山田緑地
471,74,56,139.419137448865,35.5971237961966,小山田緑地
472,75,56,139.419138377641,35.59694352403,小山田緑地
473,76,56,139.419139306408,35.5967632518579,小山田緑地
474,77,56,139.419140235168,35.5965829796805,小山田緑地
475,78,56,139.419141163919,35.5964027074976,小山田緑地
476,79,56,139.419142092662,35.5962224353093,小山田緑地
477,80,56,139.419143021396,35.5960421631155,小山田緑地
478,81,56,139.419143950123,35.5958618909164,小山田緑地
479,82,56,139.419144878841,35.5956816187118,小山田緑地
480,83,56,139.419145807551,35.5955013465018,小山田緑地
481,84,56,139.419146736252,35.5953210742864,小山田緑地
482,72,57,139.419356310291,35.5974850989056,小山田緑地
483,73,57,139.419357238589,35.5973048267448,小山田緑地
484,74,57,139.419358166878,35.5971245545786,小山田緑地
485,75,57,139.419359095159,35.596944282407,小山田緑地
486,76,57,139.419360023432,35.5967640102299,小山田緑地
487,77,57,139.419360951696,35.5965837380474,小山田緑地
488,78,57,139.419361879952,35.5964034658596,小山田緑地
489,79,57,139.4193628082,35.5962231936662,小山田緑地
490,80,57,139.41936373644,35.5960429214675,小山田緑地
491,81,57,139.419364664671,35.5958626492633,小山田緑地
492,82,57,139.419365592895,35.5956823770537,小山田緑地
493,72,58,139.419577029303,35.5974858568934,小山田緑地
494,73,58,139.419577957105,35.5973055847276,小山田緑地
495,74,58,139.419578884899,35.5971253125564,小山田緑地
496,75,58,139.419579812685,35.5969450403797,小山田緑地
497,76,58,139.419580740463,35.5967647681977,小山田緑地
498,77,58,139.419581668233,35.5965844960102,小山田緑地
